Data,Equipamento,Número(s) CE,Inoperância (Minutos)
09/01/2024,806,CE: 12,750
09/01/2024,807,CE: 12,750
02/01/2024,808,CE: 11,60
09/01/2024,5100,CE: 12,750
26/01/2024,5100,CE: 10,210
09/01/2024,5101,CE: 12,750
26/01/2024,5101,CE: 10,210
09/01/2024,5102,CE: 12,750
09/01/2024,5103,CE: 12,750
09/01/2024,5104,CE: 12,750
26/01/2024,5104,CE: 10,210
09/01/2024,5105,CE: 12,750
26/01/2024,5105,CE: 10,210
26/01/2024,5106,CE: 10,210
26/01/2024,5107,CE: 10,210
02/01/2024,5108,CE: 11,60
09/01/2024,5109,CE: 12,750
02/01/2024,5110,CE: 11,60
09/01/2024,5110,CE: 12,750
09/01/2024,5111,CE: 12,750
09/01/2024,5112,CE: 12,750
26/01/2024,5113,CE: 10,210
26/01/2024,5114,CE: 10,210
21/02/2024,800,CE: 16,360
22/02/2024,800,CE: 16,420
23/02/2024,800,CE: 16,420
02/02/2024,808,CE: 11,0
16/03/2024,337,CE: 21,600
16/03/2024,338,CE: 21,600
04/03/2024,806,CE: 22,540
09/03/2024,806,CE: 12,750
16/03/2024,806,CE: 21,600
30/03/2024,806,CE: 30,240
09/03/2024,807,CE: 12,750
16/03/2024,807,CE: 21,600
30/03/2024,807,CE: 30,240
16/03/2024,817,CE: 21,600
16/03/2024,818,CE: 21,600
09/03/2024,5100,CE: 12,750
30/03/2024,5100,CE: 30,240
09/03/2024,5101,CE: 12,750
30/03/2024,5101,CE: 30,240
09/03/2024,5102,CE: 12,750
16/03/2024,5102,CE: 21,600
30/03/2024,5102,CE: 30,240
09/03/2024,5103,CE: 12,750
16/03/2024,5103,CE: 21,600
30/03/2024,5103,CE: 30,240
09/03/2024,5104,CE: 12,750
16/03/2024,5104,CE: 21,600
30/03/2024,5104,CE: 30,240
09/03/2024,5105,CE: 12,750
16/03/2024,5105,CE: 21,600
30/03/2024,5105,CE: 30,240
09/03/2024,5109,CE: 12,750
14/03/2024,5109,CE: 26,240
16/03/2024,5109,CE: 21,600
29/03/2024,5109,CE: 32,120
30/03/2024,5109,CE: 30,240
09/03/2024,5110,CE: 12,750
14/03/2024,5110,CE: 26,240
16/03/2024,5110,CE: 21,600
29/03/2024,5110,CE: 32,120
30/03/2024,5110,CE: 30,240
09/03/2024,5111,CE: 12,750
16/03/2024,5111,CE: 21,600
30/03/2024,5111,CE: 30,240
09/03/2024,5112,CE: 12,750
16/03/2024,5112,CE: 21,600
30/03/2024,5112,CE: 30,240
06/04/2024,806,CE: 36,180
27/04/2024,806,CE: 35,480
06/04/2024,807,CE: 36,180
27/04/2024,807,CE: 35,480
06/04/2024,5102,CE: 36,240
27/04/2024,5102,CE: 35,480
06/04/2024,5103,CE: 36,240
27/04/2024,5103,CE: 35,480
06/04/2024,5104,CE: 36,240
27/04/2024,5104,CE: 35,480
06/04/2024,5105,CE: 36,240
27/04/2024,5105,CE: 35,480
06/04/2024,5109,CE: 36,240
27/04/2024,5109,CE: 35,480
06/04/2024,5110,CE: 36,240
27/04/2024,5110,CE: 35,480
27/04/2024,5111,CE: 35,480
27/04/2024,5112,CE: 35,480
18/05/2024,806,CE: 42,840
11/05/2024,807,CE: 38,180
18/05/2024,807,CE: 42,840
18/05/2024,5102,CE: 42,840
18/05/2024,5103,CE: 42,840
18/05/2024,5104,CE: 42,840
18/05/2024,5105,CE: 42,840
11/05/2024,5108,CE: 38,180
18/05/2024,5109,CE: 42,840
18/05/2024,5110,CE: 42,840
18/05/2024,5111,CE: 42,840
18/05/2024,5112,CE: 42,840
01/06/2024,806,CE: 46,840
15/06/2024,806,CE: 51,540
29/06/2024,806,CE: 52,240
01/06/2024,807,CE: 46,840
15/06/2024,807,CE: 51,540
29/06/2024,807,CE: 52,240
01/06/2024,5100,CE: 46,840
01/06/2024,5101,CE: 46,840
01/06/2024,5102,CE: 46,840
15/06/2024,5102,CE: 51,540
29/06/2024,5102,CE: 52,240
01/06/2024,5103,CE: 46,840
15/06/2024,5103,CE: 51,540
29/06/2024,5103,CE: 52,240
01/06/2024,5104,CE: 46,840
15/06/2024,5104,CE: 51,540
29/06/2024,5104,CE: 52,240
01/06/2024,5105,CE: 46,840
15/06/2024,5105,CE: 51,540
29/06/2024,5105,CE: 52,240
15/06/2024,5109,CE: 51,540
25/06/2024,5109,CE: 49,840
29/06/2024,5109,CE: 52,240
15/06/2024,5110,CE: 51,540
25/06/2024,5110,CE: 49,840
29/06/2024,5110,CE: 52,240
01/06/2024,5111,CE: 46,840
15/06/2024,5111,CE: 51,540
25/06/2024,5111,CE: 49,840
29/06/2024,5111,CE: 52,240
01/06/2024,5112,CE: 46,840
15/06/2024,5112,CE: 51,540
25/06/2024,5112,CE: 49,840
29/06/2024,5112,CE: 52,240
29/06/2024,5113,CE: 52,240
29/06/2024,5114,CE: 52,240
06/07/2024,806,CE: 62,360
13/07/2024,806,CE: 64,420
20/07/2024,806,CE: 76,600
27/07/2024,806,CE: 76,600
06/07/2024,807,CE: 62,360
13/07/2024,807,CE: 64,420
20/07/2024,807,CE: 76,600
27/07/2024,807,CE: 76,600
06/07/2024,5102,CE: 62,360
13/07/2024,5102,CE: 64,420
20/07/2024,5102,CE: 76,600
27/07/2024,5102,CE: 76,600
06/07/2024,5103,CE: 62,360
13/07/2024,5103,CE: 64,420
20/07/2024,5103,CE: 76,600
27/07/2024,5103,CE: 76,600
06/07/2024,5104,CE: 62,360
13/07/2024,5104,CE: 64,420
20/07/2024,5104,CE: 76,600
27/07/2024,5104,CE: 76,600
06/07/2024,5105,CE: 62,360
13/07/2024,5105,CE: 64,420
20/07/2024,5105,CE: 76,600
27/07/2024,5105,CE: 76,600
20/07/2024,5106,CE: 78,240
01/07/2024,5109,CE: 70,120
02/07/2024,5109,CE: 70,120
03/07/2024,5109,CE: 70,120
06/07/2024,5109,CE: 62,360
08/07/2024,5109,CE: 70,120
09/07/2024,5109,CE: 70,120
10/07/2024,5109,CE: 70,120
13/07/2024,5109,CE: 64,420
15/07/2024,5109,CE: 70,120
16/07/2024,5109,CE: 70,120
17/07/2024,5109,CE: 70,120
20/07/2024,5109,CE: 76,600
22/07/2024,5109,CE: 70,120
23/07/2024,5109,CE: 70,120
24/07/2024,5109,CE: 70,120
27/07/2024,5109,CE: 76,600
29/07/2024,5109,CE: 70,120
30/07/2024,5109,CE: 70,120
31/07/2024,5109,CE: 70,120
01/07/2024,5110,CE: 70,120
02/07/2024,5110,CE: 70,120
03/07/2024,5110,CE: 70,120
06/07/2024,5110,CE: 62,360
08/07/2024,5110,CE: 70,120
09/07/2024,5110,CE: 70,120
10/07/2024,5110,CE: 70,120
13/07/2024,5110,CE: 64,420
15/07/2024,5110,CE: 70,120
16/07/2024,5110,CE: 70,120
17/07/2024,5110,CE: 70,120
20/07/2024,5110,CE: 76,600
22/07/2024,5110,CE: 70,120
23/07/2024,5110,CE: 70,120
24/07/2024,5110,CE: 70,120
27/07/2024,5110,CE: 76,600
29/07/2024,5110,CE: 70,120
30/07/2024,5110,CE: 70,120
31/07/2024,5110,CE: 70,120
01/07/2024,5111,CE: 70,120
02/07/2024,5111,CE: 70,120
03/07/2024,5111,CE: 70,120
06/07/2024,5111,CE: 62,360
08/07/2024,5111,CE: 70,120
09/07/2024,5111,CE: 70,120
10/07/2024,5111,CE: 70,120
13/07/2024,5111,CE: 64,420
15/07/2024,5111,CE: 70,120
16/07/2024,5111,CE: 70,120
17/07/2024,5111,CE: 70,120
20/07/2024,5111,CE: 76,600
22/07/2024,5111,CE: 70,120
23/07/2024,5111,CE: 70,120
24/07/2024,5111,CE: 70,120
27/07/2024,5111,CE: 76,600
29/07/2024,5111,CE: 70,120
30/07/2024,5111,CE: 70,120
31/07/2024,5111,CE: 70,120
01/07/2024,5112,CE: 70,120
02/07/2024,5112,CE: 70,120
03/07/2024,5112,CE: 70,120
06/07/2024,5112,CE: 62,360
08/07/2024,5112,CE: 70,120
09/07/2024,5112,CE: 70,120
10/07/2024,5112,CE: 70,120
13/07/2024,5112,CE: 64,420
15/07/2024,5112,CE: 70,120
16/07/2024,5112,CE: 70,120
17/07/2024,5112,CE: 70,120
20/07/2024,5112,CE: 76,600
22/07/2024,5112,CE: 70,120
23/07/2024,5112,CE: 70,120
24/07/2024,5112,CE: 70,120
27/07/2024,5112,CE: 76,600
29/07/2024,5112,CE: 70,120
30/07/2024,5112,CE: 70,120
31/07/2024,5112,CE: 70,120
20/07/2024,5113,CE: 76,600
27/07/2024,5113,CE: 76,600
20/07/2024,5114,CE: 76,600
27/07/2024,5114,CE: 76,600
24/08/2024,800,CE: 92,240
03/08/2024,806,CE: 76 | CE: 85,600
10/08/2024,806,CE: 76,600
17/08/2024,806,CE: 76,600
24/08/2024,806,CE: 76,600
31/08/2024,806,CE: 76,600
03/08/2024,807,CE: 76 | CE: 85,600
10/08/2024,807,CE: 76,600
17/08/2024,807,CE: 76,600
24/08/2024,807,CE: 76,600
31/08/2024,807,CE: 76,600
11/08/2024,808,CE: 82,180
03/08/2024,5102,CE: 76 | CE: 85,600
10/08/2024,5102,CE: 76,600
17/08/2024,5102,CE: 76,600
24/08/2024,5102,CE: 76,600
31/08/2024,5102,CE: 76,600
03/08/2024,5103,CE: 76 | CE: 85,600
10/08/2024,5103,CE: 76,600
17/08/2024,5103,CE: 76,600
24/08/2024,5103,CE: 76,600
31/08/2024,5103,CE: 76,600
03/08/2024,5104,CE: 76 | CE: 85,600
10/08/2024,5104,CE: 76,600
17/08/2024,5104,CE: 76,600
24/08/2024,5104,CE: 76,600
31/08/2024,5104,CE: 76,600
03/08/2024,5105,CE: 76 | CE: 85,600
10/08/2024,5105,CE: 76,600
17/08/2024,5105,CE: 76,600
24/08/2024,5105,CE: 76,600
31/08/2024,5105,CE: 76,600
11/08/2024,5108,CE: 82,180
03/08/2024,5109,CE: 76 | CE: 85,600
05/08/2024,5109,CE: 70,120
06/08/2024,5109,CE: 70,120
07/08/2024,5109,CE: 70,120
10/08/2024,5109,CE: 76,600
12/08/2024,5109,CE: 70,120
13/08/2024,5109,CE: 70,120
14/08/2024,5109,CE: 70,120
17/08/2024,5109,CE: 76,600
19/08/2024,5109,CE: 70,120
20/08/2024,5109,CE: 70,120
21/08/2024,5109,CE: 70,120
24/08/2024,5109,CE: 76,600
26/08/2024,5109,CE: 70,120
27/08/2024,5109,CE: 70,120
28/08/2024,5109,CE: 70,120
31/08/2024,5109,CE: 76,600
03/08/2024,5110,CE: 76 | CE: 85,600
05/08/2024,5110,CE: 70,120
06/08/2024,5110,CE: 70,120
07/08/2024,5110,CE: 70,120
10/08/2024,5110,CE: 76,600
12/08/2024,5110,CE: 70,120
13/08/2024,5110,CE: 70,120
14/08/2024,5110,CE: 70,120
17/08/2024,5110,CE: 76,600
19/08/2024,5110,CE: 70,120
20/08/2024,5110,CE: 70,120
21/08/2024,5110,CE: 70,120
24/08/2024,5110,CE: 76,600
26/08/2024,5110,CE: 70,120
27/08/2024,5110,CE: 70,120
28/08/2024,5110,CE: 70,120
31/08/2024,5110,CE: 76,600
03/08/2024,5111,CE: 76 | CE: 85,600
05/08/2024,5111,CE: 70,120
06/08/2024,5111,CE: 70,120
07/08/2024,5111,CE: 70,120
10/08/2024,5111,CE: 76,600
12/08/2024,5111,CE: 70,120
13/08/2024,5111,CE: 70,120
14/08/2024,5111,CE: 70,120
17/08/2024,5111,CE: 76,600
19/08/2024,5111,CE: 70,120
20/08/2024,5111,CE: 70,120
21/08/2024,5111,CE: 70,120
24/08/2024,5111,CE: 76,600
26/08/2024,5111,CE: 70,120
27/08/2024,5111,CE: 70,120
28/08/2024,5111,CE: 70,120
31/08/2024,5111,CE: 76,600
03/08/2024,5112,CE: 76 | CE: 85,600
05/08/2024,5112,CE: 70,120
06/08/2024,5112,CE: 70,120
07/08/2024,5112,CE: 70,120
10/08/2024,5112,CE: 76,600
12/08/2024,5112,CE: 70,120
13/08/2024,5112,CE: 70,120
14/08/2024,5112,CE: 70,120
17/08/2024,5112,CE: 76,600
19/08/2024,5112,CE: 70,120
20/08/2024,5112,CE: 70,120
21/08/2024,5112,CE: 70,120
24/08/2024,5112,CE: 76,600
26/08/2024,5112,CE: 70,120
27/08/2024,5112,CE: 70,120
28/08/2024,5112,CE: 70,120
31/08/2024,5112,CE: 76,600
03/08/2024,5113,CE: 76 | CE: 85,600
10/08/2024,5113,CE: 76,600
17/08/2024,5113,CE: 76,600
24/08/2024,5113,CE: 76,600
31/08/2024,5113,CE: 76,600
03/08/2024,5114,CE: 76 | CE: 85,600
10/08/2024,5114,CE: 76,600
17/08/2024,5114,CE: 76,600
24/08/2024,5114,CE: 76,600
31/08/2024,5114,CE: 76,600
07/09/2024,806,CE: 99,660
21/09/2024,806,CE: 97,600
27/09/2024,806,CE: 107,240
28/09/2024,806,CE: 97,600
07/09/2024,807,CE: 99,660
21/09/2024,807,CE: 97,600
27/09/2024,807,CE: 107,240
28/09/2024,807,CE: 97,600
14/09/2024,808,CE: 104,240
21/09/2024,5100,CE: 105,600
21/09/2024,5101,CE: 105,600
07/09/2024,5102,CE: 99,660
21/09/2024,5102,CE: 97,600
27/09/2024,5102,CE: 107,240
28/09/2024,5102,CE: 97,600
07/09/2024,5103,CE: 99,660
21/09/2024,5103,CE: 97,600
27/09/2024,5103,CE: 107,240
28/09/2024,5103,CE: 97,600
07/09/2024,5104,CE: 99,660
21/09/2024,5104,CE: 97,600
27/09/2024,5104,CE: 107,240
28/09/2024,5104,CE: 97,600
07/09/2024,5105,CE: 99,660
21/09/2024,5105,CE: 97,600
27/09/2024,5105,CE: 107,240
28/09/2024,5105,CE: 97,600
14/09/2024,5108,CE: 104,240
02/09/2024,5109,CE: 70,120
03/09/2024,5109,CE: 70,120
04/09/2024,5109,CE: 70,120
07/09/2024,5109,CE: 99,660
09/09/2024,5109,CE: 70,120
10/09/2024,5109,CE: 70,120
11/09/2024,5109,CE: 70,120
16/09/2024,5109,CE: 70,120
17/09/2024,5109,CE: 70,120
18/09/2024,5109,CE: 70,120
21/09/2024,5109,CE: 97,600
23/09/2024,5109,CE: 70,120
24/09/2024,5109,CE: 70,120
25/09/2024,5109,CE: 70,120
28/09/2024,5109,CE: 97,600
30/09/2024,5109,CE: 70,120
02/09/2024,5110,CE: 70,120
03/09/2024,5110,CE: 70,120
04/09/2024,5110,CE: 70,120
07/09/2024,5110,CE: 99,660
09/09/2024,5110,CE: 70,120
10/09/2024,5110,CE: 70,120
11/09/2024,5110,CE: 70,120
16/09/2024,5110,CE: 70,120
17/09/2024,5110,CE: 70,120
18/09/2024,5110,CE: 70,120
21/09/2024,5110,CE: 97,600
23/09/2024,5110,CE: 70,120
24/09/2024,5110,CE: 70,120
25/09/2024,5110,CE: 70,120
28/09/2024,5110,CE: 97,600
30/09/2024,5110,CE: 70,120
02/09/2024,5111,CE: 70,120
03/09/2024,5111,CE: 70,120
04/09/2024,5111,CE: 70,120
07/09/2024,5111,CE: 99,660
09/09/2024,5111,CE: 70,120
10/09/2024,5111,CE: 70,120
11/09/2024,5111,CE: 70,120
16/09/2024,5111,CE: 70,120
17/09/2024,5111,CE: 70,120
18/09/2024,5111,CE: 70,120
21/09/2024,5111,CE: 97,600
23/09/2024,5111,CE: 70,120
24/09/2024,5111,CE: 70,120
25/09/2024,5111,CE: 70,120
28/09/2024,5111,CE: 97,600
30/09/2024,5111,CE: 70,120
02/09/2024,5112,CE: 70,120
03/09/2024,5112,CE: 70,120
04/09/2024,5112,CE: 70,120
07/09/2024,5112,CE: 99,660
09/09/2024,5112,CE: 70,120
10/09/2024,5112,CE: 70,120
11/09/2024,5112,CE: 70,120
16/09/2024,5112,CE: 70,120
17/09/2024,5112,CE: 70,120
18/09/2024,5112,CE: 70,120
21/09/2024,5112,CE: 97,600
23/09/2024,5112,CE: 70,120
24/09/2024,5112,CE: 70,120
25/09/2024,5112,CE: 70,120
28/09/2024,5112,CE: 97,600
30/09/2024,5112,CE: 70,120
07/09/2024,5113,CE: 99,660
21/09/2024,5113,CE: 97,600
27/09/2024,5113,CE: 107,240
28/09/2024,5113,CE: 97,600
07/09/2024,5114,CE: 99,660
21/09/2024,5114,CE: 97,600
27/09/2024,5114,CE: 107,240
28/09/2024,5114,CE: 97,600
05/10/2024,800,CE: 106,240
05/10/2024,806,CE: 110,660
12/10/2024,806,CE: 111,660
26/10/2024,806,CE: 114,660
05/10/2024,807,CE: 110,660
12/10/2024,807,CE: 111,660
26/10/2024,807,CE: 114,660
26/10/2024,5100,CE: 114,660
26/10/2024,5101,CE: 114,660
05/10/2024,5102,CE: 110,660
12/10/2024,5102,CE: 111,660
26/10/2024,5102,CE: 114,660
05/10/2024,5103,CE: 110,660
12/10/2024,5103,CE: 111,660
26/10/2024,5103,CE: 114,660
05/10/2024,5104,CE: 110,660
12/10/2024,5104,CE: 111,660
26/10/2024,5104,CE: 114,660
05/10/2024,5105,CE: 110,660
12/10/2024,5105,CE: 111,660
26/10/2024,5105,CE: 114,660
01/10/2024,5109,CE: 70,120
02/10/2024,5109,CE: 70,120
05/10/2024,5109,CE: 110,660
07/10/2024,5109,CE: 70,120
08/10/2024,5109,CE: 70,120
09/10/2024,5109,CE: 70,120
12/10/2024,5109,CE: 111,660
14/10/2024,5109,CE: 70,120
16/10/2024,5109,CE: 70,120
21/10/2024,5109,CE: 70,120
22/10/2024,5109,CE: 70,120
23/10/2024,5109,CE: 70,120
26/10/2024,5109,CE: 114,660
28/10/2024,5109,CE: 70,120
29/10/2024,5109,CE: 70,120
30/10/2024,5109,CE: 70,120
01/10/2024,5110,CE: 70,120
02/10/2024,5110,CE: 70,120
05/10/2024,5110,CE: 110,660
07/10/2024,5110,CE: 70,120
08/10/2024,5110,CE: 70,120
09/10/2024,5110,CE: 70,120
12/10/2024,5110,CE: 111,660
14/10/2024,5110,CE: 70,120
16/10/2024,5110,CE: 70,120
21/10/2024,5110,CE: 70,120
22/10/2024,5110,CE: 70,120
23/10/2024,5110,CE: 70,120
26/10/2024,5110,CE: 114,660
28/10/2024,5110,CE: 70,120
29/10/2024,5110,CE: 70,120
30/10/2024,5110,CE: 70,120
01/10/2024,5111,CE: 70,120
02/10/2024,5111,CE: 70,120
05/10/2024,5111,CE: 110,660
07/10/2024,5111,CE: 70,120
08/10/2024,5111,CE: 70,120
09/10/2024,5111,CE: 70,120
12/10/2024,5111,CE: 111,660
14/10/2024,5111,CE: 70,120
16/10/2024,5111,CE: 70,120
21/10/2024,5111,CE: 70,120
22/10/2024,5111,CE: 70,120
23/10/2024,5111,CE: 70,120
26/10/2024,5111,CE: 114,660
28/10/2024,5111,CE: 70,120
29/10/2024,5111,CE: 70,120
30/10/2024,5111,CE: 70,120
01/10/2024,5112,CE: 70,120
02/10/2024,5112,CE: 70,120
05/10/2024,5112,CE: 110,660
07/10/2024,5112,CE: 70,120
08/10/2024,5112,CE: 70,120
09/10/2024,5112,CE: 70,120
12/10/2024,5112,CE: 111,660
14/10/2024,5112,CE: 70,120
16/10/2024,5112,CE: 70,120
21/10/2024,5112,CE: 70,120
22/10/2024,5112,CE: 70,120
23/10/2024,5112,CE: 70,120
26/10/2024,5112,CE: 114,660
28/10/2024,5112,CE: 70,120
29/10/2024,5112,CE: 70,120
30/10/2024,5112,CE: 70,120
05/10/2024,5113,CE: 110,660
12/10/2024,5113,CE: 111,660
26/10/2024,5113,CE: 114,660
05/10/2024,5114,CE: 110,660
12/10/2024,5114,CE: 111,660
09/11/2024,804,CE: 122,300
09/11/2024,805,CE: 122,300
16/11/2024,806,CE: 123,1140
30/11/2024,806,CE: 126,360
16/11/2024,807,CE: 123,1140
30/11/2024,807,CE: 126,360
09/11/2024,808,CE: 122,300
09/11/2024,812,CE: 122,300
09/11/2024,1384,CE: 122,300
09/11/2024,1385,CE: 122,300
16/11/2024,5100,CE: 123,1140
16/11/2024,5101,CE: 123,1140
16/11/2024,5102,CE: 123,1140
30/11/2024,5102,CE: 126,360
16/11/2024,5103,CE: 123,1140
30/11/2024,5103,CE: 126,360
16/11/2024,5104,CE: 123,1140
30/11/2024,5104,CE: 126,360
16/11/2024,5105,CE: 123,1140
30/11/2024,5105,CE: 126,360
09/11/2024,5108,CE: 122,300
02/11/2024,5109,CE: 118,240
04/11/2024,5109,CE: 70,120
05/11/2024,5109,CE: 70,120
06/11/2024,5109,CE: 70,120
11/11/2024,5109,CE: 70,120
12/11/2024,5109,CE: 70,120
13/11/2024,5109,CE: 70,120
16/11/2024,5109,CE: 123,1140
18/11/2024,5109,CE: 70,120
19/11/2024,5109,CE: 70,120
25/11/2024,5109,CE: 70,120
26/11/2024,5109,CE: 70,120
27/11/2024,5109,CE: 70,120
30/11/2024,5109,CE: 126,540
02/11/2024,5110,CE: 118,240
04/11/2024,5110,CE: 70,120
05/11/2024,5110,CE: 70,120
06/11/2024,5110,CE: 70,120
11/11/2024,5110,CE: 70,120
12/11/2024,5110,CE: 70,120
13/11/2024,5110,CE: 70,120
16/11/2024,5110,CE: 123,1140
18/11/2024,5110,CE: 70,120
19/11/2024,5110,CE: 70,120
25/11/2024,5110,CE: 70,120
26/11/2024,5110,CE: 70,120
27/11/2024,5110,CE: 70,120
30/11/2024,5110,CE: 126,540
04/11/2024,5111,CE: 70,120
05/11/2024,5111,CE: 70,120
06/11/2024,5111,CE: 70,120
11/11/2024,5111,CE: 70,120
12/11/2024,5111,CE: 70,120
13/11/2024,5111,CE: 70,120
16/11/2024,5111,CE: 123,1140
18/11/2024,5111,CE: 70,120
19/11/2024,5111,CE: 70,120
25/11/2024,5111,CE: 70,120
26/11/2024,5111,CE: 70,120
27/11/2024,5111,CE: 70,120
30/11/2024,5111,CE: 126,360
04/11/2024,5112,CE: 70,120
05/11/2024,5112,CE: 70,120
06/11/2024,5112,CE: 70,120
11/11/2024,5112,CE: 70,120
12/11/2024,5112,CE: 70,120
13/11/2024,5112,CE: 70,120
16/11/2024,5112,CE: 123,1140
18/11/2024,5112,CE: 70,120
19/11/2024,5112,CE: 70,120
25/11/2024,5112,CE: 70,120
26/11/2024,5112,CE: 70,120
27/11/2024,5112,CE: 70,120
30/11/2024,5112,CE: 126,360
16/11/2024,5113,CE: 123,1140
30/11/2024,5113,CE: 126,360
16/11/2024,5114,CE: 123,1140
30/11/2024,5114,CE: 126,360
09/11/2024,5150,CE: 122,300
07/12/2024,806,CE: 127,420
13/12/2024,806,CE: 130,540
14/12/2024,806,CE: 130,540
07/12/2024,807,CE: 127,420
13/12/2024,807,CE: 130,540
14/12/2024,807,CE: 130,540
31/12/2024,807,CE: 134,0
07/12/2024,5100,CE: 127,420
07/12/2024,5101,CE: 127,420
07/12/2024,5102,CE: 127,420
13/12/2024,5102,CE: 130,540
14/12/2024,5102,CE: 130,540
07/12/2024,5103,CE: 127,420
13/12/2024,5103,CE: 130,540
14/12/2024,5103,CE: 130,540
07/12/2024,5104,CE: 127,420
13/12/2024,5104,CE: 130,540
14/12/2024,5104,CE: 130,540
07/12/2024,5105,CE: 127,420
13/12/2024,5105,CE: 130,540
14/12/2024,5105,CE: 130,540
02/12/2024,5109,CE: 70,120
03/12/2024,5109,CE: 70,120
04/12/2024,5109,CE: 70,120
07/12/2024,5109,CE: 127,420
09/12/2024,5109,CE: 70,120
10/12/2024,5109,CE: 70,120
11/12/2024,5109,CE: 70,120
16/12/2024,5109,CE: 70,120
17/12/2024,5109,CE: 70,120
18/12/2024,5109,CE: 70,120
23/12/2024,5109,CE: 70,120
24/12/2024,5109,CE: 70,120
30/12/2024,5109,CE: 70,120
31/12/2024,5109,CE: 70,120
02/12/2024,5110,CE: 70,120
03/12/2024,5110,CE: 70,120
04/12/2024,5110,CE: 70,120
07/12/2024,5110,CE: 127,420
09/12/2024,5110,CE: 70,120
10/12/2024,5110,CE: 70,120
11/12/2024,5110,CE: 70,120
16/12/2024,5110,CE: 70,120
17/12/2024,5110,CE: 70,120
18/12/2024,5110,CE: 70,120
23/12/2024,5110,CE: 70,120
24/12/2024,5110,CE: 70,120
30/12/2024,5110,CE: 70,120
31/12/2024,5110,CE: 70,120
02/12/2024,5111,CE: 70,120
03/12/2024,5111,CE: 70,120
04/12/2024,5111,CE: 70,120
07/12/2024,5111,CE: 127,420
09/12/2024,5111,CE: 70,120
10/12/2024,5111,CE: 70,120
11/12/2024,5111,CE: 70,120
16/12/2024,5111,CE: 70,120
17/12/2024,5111,CE: 70,120
18/12/2024,5111,CE: 70,120
23/12/2024,5111,CE: 70,120
24/12/2024,5111,CE: 70,120
30/12/2024,5111,CE: 70,120
31/12/2024,5111,CE: 70,120
02/12/2024,5112,CE: 70,120
03/12/2024,5112,CE: 70,120
04/12/2024,5112,CE: 70,120
07/12/2024,5112,CE: 127,420
09/12/2024,5112,CE: 70,120
10/12/2024,5112,CE: 70,120
11/12/2024,5112,CE: 70,120
16/12/2024,5112,CE: 70,120
17/12/2024,5112,CE: 70,120
18/12/2024,5112,CE: 70,120
23/12/2024,5112,CE: 70,120
24/12/2024,5112,CE: 70,120
30/12/2024,5112,CE: 70,120
31/12/2024,5112,CE: 70,120
07/12/2024,5113,CE: 127,420
07/12/2024,5114,CE: 127,420